transaction_id,customer_id,merchant_id,amount,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description
4384.44,1049.9,2050.69,4321.3716,0,American Express,City-10,Restaurant,37.57,Purchase at Merchant-2097
2664.0,1097.0,2044.0,5049.77,1,Visa,City-4,Travel,45.0,Purchase at Merchant-2044
2665.0,1019.0,2078.0,5603.74,0,Visa,City-24,Retail,69.0,Purchase at Merchant-2078
2666.0,1026.0,2055.0,3918.28,1,Visa,City-36,Travel,64.0,Purchase at Merchant-2055
2667.0,1078.0,2044.0,3664.38,0,American Express,City-36,Travel,53.0,Purchase at Merchant-2044
2668.0,1066.0,2048.0,9516.77,0,Discover,City-27,Groceries,51.0,Purchase at Merchant-2048
2669.0,1052.0,2088.0,4901.42,0,Visa,City-37,Online Shopping,44.0,Purchase at Merchant-2088
2670.0,1065.0,2044.0,2635.87,0,Visa,City-42,Online Shopping,42.0,Purchase at Merchant-2044
2671.0,1006.0,2041.0,3868.93,0,Discover,City-45,Gas Station,20.0,Purchase at Merchant-2041
2672.0,1006.0,2031.0,8502.72,0,Discover,City-20,Gas Station,50.0,Purchase at Merchant-2031
2673.0,1005.0,2047.0,3250.52,1,Visa,City-34,Online Shopping,60.0,Purchase at Merchant-2047
2674.0,1018.0,2086.0,6102.74,0,Visa,City-23,Restaurant,53.0,Purchase at Merchant-2086
2675.0,1092.0,2052.0,7562.32,1,MasterCard,City-14,Online Shopping,29.0,Purchase at Merchant-2052
2676.0,1043.0,2049.0,7732.3,1,Discover,City-45,Retail,32.0,Purchase at Merchant-2049
2677.0,1061.0,2079.0,2880.17,1,Visa,City-4,Online Shopping,27.0,Purchase at Merchant-2079
2678.0,1067.0,2008.0,2624.45,1,American Express,City-30,Groceries,33.0,Purchase at Merchant-2008
2679.0,1059.0,2046.0,85.95,0,Discover,City-17,Travel,41.0,Purchase at Merchant-2046
2680.0,1020.0,2043.0,3073.13,0,Visa,City-34,Gas Station,24.0,Purchase at Merchant-2043
2681.0,1078.0,2013.0,6235.57,0,Visa,City-30,Restaurant,22.0,Purchase at Merchant-2013
2682.0,1066.0,2001.0,8778.72,0,Discover,City-36,Restaurant,33.0,Purchase at Merchant-2001
2683.0,1018.0,2059.0,8939.73,0,American Express,City-5,Online Shopping,60.0,Purchase at Merchant-2059
2684.0,1042.0,2090.0,8245.04,1,American Express,City-13,Retail,55.0,Purchase at Merchant-2090
2685.0,1079.0,2052.0,754.35,0,MasterCard,City-17,Travel,39.0,Purchase at Merchant-2052
2686.0,1041.0,2093.0,8325.65,1,Visa,City-2,Travel,63.0,Purchase at Merchant-2093
2687.0,1021.0,2018.0,9139.67,1,Discover,City-47,Restaurant,28.0,Purchase at Merchant-2018
2688.0,1051.0,2004.0,5994.02,0,MasterCard,City-38,Groceries,29.0,Purchase at Merchant-2004
2689.0,1079.0,2078.0,1656.5,0,American Express,City-23,Retail,38.0,Purchase at Merchant-2078
2690.0,1095.0,2016.0,1999.49,1,American Express,City-45,Online Shopping,64.0,Purchase at Merchant-2016
2691.0,1039.0,2068.0,8331.92,1,Visa,City-42,Groceries,34.0,Purchase at Merchant-2068
2692.0,1076.0,2036.0,3342.82,0,Visa,City-8,Groceries,54.0,Purchase at Merchant-2036
2693.0,1044.0,2090.0,2367.82,0,Discover,City-18,Retail,61.0,Purchase at Merchant-2090
2694.0,1065.0,2097.0,7936.58,1,Discover,City-1,Groceries,68.0,Purchase at Merchant-2097
2695.0,1066.0,2032.0,869.24,1,Discover,City-21,Groceries,36.0,Purchase at Merchant-2032
2696.0,1069.0,2048.0,3648.59,0,American Express,City-4,Retail,41.0,Purchase at Merchant-2048
2697.0,1063.0,2058.0,3951.36,1,American Express,City-48,Travel,46.0,Purchase at Merchant-2058
4384.44,1049.9,2050.69,4321.3716,0,Discover,City-5,Restaurant,37.57,Purchase at Merchant-2080
2699.0,1073.0,2088.0,2943.56,1,MasterCard,City-36,Gas Station,31.0,Purchase at Merchant-2088
2700.0,1039.0,2085.0,1084.15,1,MasterCard,City-7,Online Shopping,23.0,Purchase at Merchant-2085
2701.0,1061.0,2061.0,8277.72,0,Visa,City-16,Travel,48.0,Purchase at Merchant-2061
2702.0,1003.0,2066.0,2030.95,0,Discover,City-46,Gas Station,43.0,Purchase at Merchant-2066
2703.0,1048.0,2053.0,2173.79,1,American Express,City-46,Gas Station,52.0,Purchase at Merchant-2053
2704.0,1043.0,2085.0,1743.36,0,Visa,City-25,Groceries,60.0,Purchase at Merchant-2085
2705.0,1087.0,2025.0,6197.6,1,MasterCard,City-5,Travel,24.0,Purchase at Merchant-2025
4384.44,1049.9,2050.69,4321.3716,1,American Express,City-32,Gas Station,37.57,Purchase at Merchant-2001
2707.0,1054.0,2082.0,4200.64,0,MasterCard,City-3,Gas Station,70.0,Purchase at Merchant-2082
2708.0,1075.0,2042.0,7281.14,0,MasterCard,City-1,Retail,70.0,Purchase at Merchant-2042
4384.44,1049.9,2050.69,4321.3716,1,MasterCard,City-3,Groceries,37.57,Purchase at Merchant-2003
2710.0,1093.0,2082.0,982.81,0,American Express,City-18,Travel,66.0,Purchase at Merchant-2082
2711.0,1089.0,2047.0,7990.05,0,American Express,City-33,Travel,59.0,Purchase at Merchant-2047
2712.0,1081.0,2006.0,4478.8,1,American Express,City-23,Groceries,31.0,Purchase at Merchant-2006
2713.0,1004.0,2095.0,3180.03,1,Visa,City-20,Gas Station,28.0,Purchase at Merchant-2095
2714.0,1077.0,2042.0,170.41,0,Discover,City-47,Travel,35.0,Purchase at Merchant-2042
2715.0,1061.0,2087.0,6211.5,1,Visa,City-43,Restaurant,48.0,Purchase at Merchant-2087
2716.0,1034.0,2057.0,9527.78,1,Visa,City-7,Restaurant,21.0,Purchase at Merchant-2057
2717.0,1084.0,2030.0,1505.37,1,Visa,City-47,Online Shopping,48.0,Purchase at Merchant-2030
2718.0,1100.0,2078.0,8643.95,1,Discover,City-50,Online Shopping,30.0,Purchase at Merchant-2078
2719.0,1075.0,2063.0,8025.8,1,MasterCard,City-48,Gas Station,21.0,Purchase at Merchant-2063
2720.0,1074.0,2052.0,2841.95,0,American Express,City-9,Groceries,50.0,Purchase at Merchant-2052
2721.0,1030.0,2095.0,7699.9,0,Visa,City-44,Retail,24.0,Purchase at Merchant-2095
2722.0,1093.0,2079.0,880.5,1,MasterCard,City-13,Gas Station,36.0,Purchase at Merchant-2079
2723.0,1007.0,2011.0,7765.57,0,MasterCard,City-43,Gas Station,23.0,Purchase at Merchant-2011
2724.0,1075.0,2045.0,1781.47,0,Visa,City-17,Gas Station,35.0,Purchase at Merchant-2045
2725.0,1062.0,2055.0,3835.49,0,American Express,City-33,Groceries,29.0,Purchase at Merchant-2055
2726.0,1022.0,2061.0,5296.83,0,Visa,City-7,Online Shopping,32.0,Purchase at Merchant-2061
2727.0,1068.0,2085.0,9975.96,0,Discover,City-1,Travel,46.0,Purchase at Merchant-2085
2728.0,1081.0,2090.0,6963.83,0,Discover,City-47,Retail,40.0,Purchase at Merchant-2090
2729.0,1093.0,2013.0,5241.97,0,Discover,City-38,Online Shopping,46.0,Purchase at Merchant-2013
2730.0,1080.0,2094.0,5619.24,0,Visa,City-19,Gas Station,35.0,Purchase at Merchant-2094
2731.0,1100.0,2050.0,6054.67,1,American Express,City-44,Travel,63.0,Purchase at Merchant-2050
2732.0,1049.0,2038.0,8350.77,0,American Express,City-21,Gas Station,39.0,Purchase at Merchant-2038
2733.0,1019.0,2078.0,7580.07,0,MasterCard,City-11,Travel,61.0,Purchase at Merchant-2078
2734.0,1088.0,2025.0,77.2,1,MasterCard,City-21,Retail,35.0,Purchase at Merchant-2025
2735.0,1032.0,2092.0,3616.26,1,MasterCard,City-21,Travel,66.0,Purchase at Merchant-2092
2736.0,1005.0,2019.0,2357.75,1,Visa,City-16,Travel,41.0,Purchase at Merchant-2019
2737.0,1074.0,2067.0,5147.42,1,Discover,City-45,Gas Station,59.0,Purchase at Merchant-2067
2738.0,1090.0,2074.0,5582.47,1,Visa,City-37,Travel,25.0,Purchase at Merchant-2074
2739.0,1015.0,2092.0,7672.19,1,American Express,City-25,Retail,46.0,Purchase at Merchant-2092
2740.0,1025.0,2065.0,4027.91,1,Discover,City-10,Online Shopping,66.0,Purchase at Merchant-2065
4384.44,1049.9,2050.69,4321.3716,1,American Express,City-21,Groceries,37.57,Purchase at Merchant-2005
2742.0,1057.0,2017.0,9352.39,0,American Express,City-24,Groceries,66.0,Purchase at Merchant-2017
2743.0,1041.0,2064.0,5578.49,1,American Express,City-28,Travel,59.0,Purchase at Merchant-2064
2744.0,1054.0,2012.0,9129.8,1,Visa,City-6,Travel,30.0,Purchase at Merchant-2012
2745.0,1020.0,2039.0,7760.83,1,MasterCard,City-18,Travel,18.0,Purchase at Merchant-2039
2746.0,1053.0,2087.0,4166.67,0,MasterCard,City-18,Retail,22.0,Purchase at Merchant-2087
2747.0,1089.0,2071.0,9555.91,1,American Express,City-7,Restaurant,44.0,Purchase at Merchant-2071
2748.0,1027.0,2060.0,8641.7,1,MasterCard,City-10,Travel,39.0,Purchase at Merchant-2060
2749.0,1053.0,2022.0,5839.84,1,MasterCard,City-43,Restaurant,62.0,Purchase at Merchant-2022
2750.0,1065.0,2058.0,4160.97,1,Visa,City-46,Groceries,34.0,Purchase at Merchant-2058
2751.0,1100.0,2015.0,7545.36,1,MasterCard,City-49,Restaurant,50.0,Purchase at Merchant-2015
2752.0,1079.0,2062.0,5393.76,1,Visa,City-45,Restaurant,47.0,Purchase at Merchant-2062
2753.0,1061.0,2085.0,2802.59,0,American Express,City-50,Gas Station,43.0,Purchase at Merchant-2085
2754.0,1095.0,2070.0,8627.3,0,MasterCard,City-47,Retail,41.0,Purchase at Merchant-2070
2755.0,1094.0,2031.0,1390.81,0,Visa,City-37,Gas Station,46.0,Purchase at Merchant-2031
2756.0,1008.0,2032.0,7063.96,1,American Express,City-35,Online Shopping,51.0,Purchase at Merchant-2032
2757.0,1091.0,2028.0,5106.98,0,MasterCard,City-29,Restaurant,23.0,Purchase at Merchant-2028
2758.0,1018.0,2022.0,9831.71,0,Visa,City-4,Online Shopping,41.0,Purchase at Merchant-2022
2759.0,1067.0,2097.0,8932.78,1,Discover,City-5,Retail,65.0,Purchase at Merchant-2097
2760.0,1027.0,2085.0,2803.34,1,Discover,City-4,Travel,54.0,Purchase at Merchant-2085
2761.0,1072.0,2090.0,6325.4,1,Visa,City-40,Gas Station,22.0,Purchase at Merchant-2090
2762.0,1042.0,2012.0,7331.55,1,Visa,City-13,Restaurant,44.0,Purchase at Merchant-2012
2763.0,1085.0,2014.0,4225.43,0,MasterCard,City-43,Gas Station,43.0,Purchase at Merchant-2014
2764.0,1062.0,2056.0,3643.46,1,Discover,City-9,Travel,68.0,Purchase at Merchant-2056
2765.0,1068.0,2092.0,8669.27,1,Discover,City-8,Online Shopping,40.0,Purchase at Merchant-2092
2766.0,1049.0,2004.0,7878.2,1,MasterCard,City-22,Online Shopping,39.0,Purchase at Merchant-2004
2767.0,1041.0,2021.0,8417.35,1,American Express,City-10,Retail,58.0,Purchase at Merchant-2021
2768.0,1023.0,2042.0,2887.45,0,Visa,City-38,Retail,61.0,Purchase at Merchant-2042
2769.0,1059.0,2050.0,5025.29,0,American Express,City-17,Travel,23.0,Purchase at Merchant-2050
2770.0,1069.0,2099.0,3052.37,1,Visa,City-7,Online Shopping,68.0,Purchase at Merchant-2099
2771.0,1044.0,2036.0,6147.68,1,Discover,City-32,Groceries,46.0,Purchase at Merchant-2036
2772.0,1070.0,2029.0,1195.39,0,MasterCard,City-28,Restaurant,27.0,Purchase at Merchant-2029
2773.0,1046.0,2093.0,838.95,1,MasterCard,City-8,Gas Station,68.0,Purchase at Merchant-2093
2774.0,1087.0,2033.0,6934.87,1,American Express,City-8,Gas Station,53.0,Purchase at Merchant-2033
4384.44,1049.9,2050.69,4321.3716,1,Visa,City-7,Travel,37.57,Purchase at Merchant-2086
2776.0,1093.0,2061.0,263.7,0,MasterCard,City-20,Restaurant,34.0,Purchase at Merchant-2061
2777.0,1088.0,2086.0,9326.42,0,American Express,City-33,Gas Station,27.0,Purchase at Merchant-2086
4384.44,1049.9,2050.69,4321.3716,1,MasterCard,City-15,Online Shopping,37.57,Purchase at Merchant-2016
4384.44,1049.9,2050.69,4321.3716,1,Visa,City-11,Groceries,37.57,Purchase at Merchant-2086
2780.0,1034.0,2018.0,1567.87,1,MasterCard,City-17,Restaurant,31.0,Purchase at Merchant-2018
2781.0,1079.0,2069.0,3075.34,1,MasterCard,City-49,Groceries,45.0,Purchase at Merchant-2069
2782.0,1062.0,2082.0,6395.26,0,American Express,City-46,Online Shopping,21.0,Purchase at Merchant-2082
2783.0,1025.0,2093.0,5867.45,1,Visa,City-3,Restaurant,25.0,Purchase at Merchant-2093
2784.0,1032.0,2063.0,8785.29,1,MasterCard,City-39,Travel,48.0,Purchase at Merchant-2063
2785.0,1036.0,2012.0,736.75,1,Discover,City-26,Retail,23.0,Purchase at Merchant-2012
2786.0,1072.0,2089.0,2371.85,1,American Express,City-48,Gas Station,37.0,Purchase at Merchant-2089
2787.0,1039.0,2043.0,6430.08,0,Discover,City-22,Restaurant,48.0,Purchase at Merchant-2043
2788.0,1029.0,2029.0,8259.92,1,MasterCard,City-49,Retail,28.0,Purchase at Merchant-2029
2789.0,1039.0,2074.0,9912.09,1,MasterCard,City-9,Online Shopping,29.0,Purchase at Merchant-2074
2791.0,1037.0,2077.0,3266.53,0,American Express,City-27,Travel,61.0,Purchase at Merchant-2077
2792.0,1091.0,2009.0,3180.6,1,American Express,City-5,Travel,26.0,Purchase at Merchant-2009
2793.0,1027.0,2083.0,2091.36,1,Visa,City-9,Travel,56.0,Purchase at Merchant-2083
2794.0,1089.0,2044.0,3246.53,1,MasterCard,City-8,Online Shopping,68.0,Purchase at Merchant-2044
2795.0,1091.0,2049.0,4810.49,0,Discover,City-25,Online Shopping,62.0,Purchase at Merchant-2049
2796.0,1063.0,2092.0,5222.65,0,Discover,City-27,Groceries,69.0,Purchase at Merchant-2092
2797.0,1041.0,2096.0,6337.84,0,American Express,City-46,Restaurant,36.0,Purchase at Merchant-2096
2798.0,1062.0,2095.0,4262.57,0,American Express,City-37,Retail,39.0,Purchase at Merchant-2095
2799.0,1045.0,2093.0,7384.17,1,MasterCard,City-20,Gas Station,30.0,Purchase at Merchant-2093
2800.0,1072.0,2049.0,6823.13,0,American Express,City-34,Gas Station,24.0,Purchase at Merchant-2049
2801.0,1093.0,2084.0,2846.26,0,MasterCard,City-6,Online Shopping,54.0,Purchase at Merchant-2084
2802.0,1036.0,2083.0,2850.79,0,American Express,City-45,Groceries,43.0,Purchase at Merchant-2083
2803.0,1037.0,2072.0,5202.89,1,Visa,City-41,Gas Station,63.0,Purchase at Merchant-2072
2804.0,1016.0,2056.0,6172.92,0,MasterCard,City-4,Travel,69.0,Purchase at Merchant-2056
2805.0,1074.0,2030.0,3864.4,0,MasterCard,City-1,Online Shopping,38.0,Purchase at Merchant-2030
2806.0,1087.0,2029.0,6203.42,0,Visa,City-5,Retail,23.0,Purchase at Merchant-2029
2807.0,1070.0,2034.0,7170.21,1,Discover,City-5,Retail,42.0,Purchase at Merchant-2034
2808.0,1049.0,2015.0,1449.28,1,American Express,City-11,Travel,36.0,Purchase at Merchant-2015
2809.0,1051.0,2038.0,9631.32,0,Visa,City-46,Groceries,68.0,Purchase at Merchant-2038
2810.0,1045.0,2012.0,6906.7,0,American Express,City-14,Groceries,36.0,Purchase at Merchant-2012
2812.0,1019.0,2012.0,4236.49,0,MasterCard,City-45,Restaurant,24.0,Purchase at Merchant-2012
2813.0,1038.0,2044.0,8989.7,0,MasterCard,City-2,Online Shopping,53.0,Purchase at Merchant-2044
2814.0,1006.0,2095.0,7890.39,1,Visa,City-8,Online Shopping,60.0,Purchase at Merchant-2095
2815.0,1037.0,2076.0,7196.41,0,American Express,City-27,Online Shopping,18.0,Purchase at Merchant-2076
2816.0,1092.0,2025.0,2933.76,1,Visa,City-30,Retail,68.0,Purchase at Merchant-2025
2817.0,1011.0,2096.0,4138.66,0,American Express,City-38,Retail,39.0,Purchase at Merchant-2096
2818.0,1045.0,2015.0,7471.53,1,Visa,City-25,Travel,35.0,Purchase at Merchant-2015
2819.0,1057.0,2074.0,1306.07,1,American Express,City-22,Gas Station,18.0,Purchase at Merchant-2074
2820.0,1084.0,2048.0,8461.17,1,Discover,City-24,Retail,19.0,Purchase at Merchant-2048
2821.0,1033.0,2017.0,9848.05,0,Visa,City-41,Gas Station,51.0,Purchase at Merchant-2017
2822.0,1096.0,2041.0,7039.81,1,American Express,City-25,Online Shopping,38.0,Purchase at Merchant-2041
2823.0,1062.0,2049.0,9193.22,1,Visa,City-42,Retail,64.0,Purchase at Merchant-2049
2824.0,1028.0,2074.0,2886.25,0,American Express,City-30,Online Shopping,32.0,Purchase at Merchant-2074
2825.0,1026.0,2095.0,9497.53,0,Visa,City-16,Retail,51.0,Purchase at Merchant-2095
4384.44,1049.9,2050.69,4321.3716,0,MasterCard,City-12,Retail,37.57,Purchase at Merchant-2001
2827.0,1035.0,2040.0,2192.2,1,MasterCard,City-15,Restaurant,69.0,Purchase at Merchant-2040
2828.0,1072.0,2008.0,8137.54,0,Discover,City-36,Restaurant,69.0,Purchase at Merchant-2008
2829.0,1090.0,2076.0,7078.58,0,Discover,City-47,Travel,18.0,Purchase at Merchant-2076
2830.0,1035.0,2069.0,8079.21,0,MasterCard,City-42,Gas Station,60.0,Purchase at Merchant-2069
2831.0,1018.0,2025.0,1067.55,1,Visa,City-13,Gas Station,60.0,Purchase at Merchant-2025
2832.0,1014.0,2050.0,1345.92,0,Visa,City-25,Gas Station,56.0,Purchase at Merchant-2050
2833.0,1079.0,2055.0,8365.02,0,Visa,City-33,Groceries,35.0,Purchase at Merchant-2055
2834.0,1095.0,2041.0,1271.69,1,Discover,City-20,Travel,67.0,Purchase at Merchant-2041
2835.0,1076.0,2099.0,6069.73,0,American Express,City-7,Retail,28.0,Purchase at Merchant-2099
2836.0,1031.0,2047.0,8787.85,1,American Express,City-19,Online Shopping,19.0,Purchase at Merchant-2047
2837.0,1032.0,2087.0,6455.03,0,American Express,City-16,Retail,67.0,Purchase at Merchant-2087
2838.0,1007.0,2017.0,6272.85,1,Discover,City-20,Gas Station,47.0,Purchase at Merchant-2017
2839.0,1086.0,2067.0,6244.44,1,MasterCard,City-19,Gas Station,66.0,Purchase at Merchant-2067
2840.0,1068.0,2085.0,599.26,1,Visa,City-26,Gas Station,57.0,Purchase at Merchant-2085
2841.0,1029.0,2078.0,7385.58,1,Visa,City-11,Travel,43.0,Purchase at Merchant-2078
2842.0,1082.0,2076.0,8855.97,0,Discover,City-12,Retail,62.0,Purchase at Merchant-2076
2843.0,1030.0,2029.0,5200.71,1,Visa,City-33,Groceries,24.0,Purchase at Merchant-2029
2844.0,1007.0,2014.0,4159.53,1,Discover,City-2,Groceries,62.0,Purchase at Merchant-2014
2845.0,1013.0,2051.0,4900.48,1,American Express,City-48,Retail,57.0,Purchase at Merchant-2051
2846.0,1053.0,2002.0,2047.53,1,Visa,City-32,Groceries,55.0,Purchase at Merchant-2002
2847.0,1043.0,2069.0,5531.93,1,Visa,City-17,Retail,20.0,Purchase at Merchant-2069
2848.0,1092.0,2059.0,3456.62,0,MasterCard,City-43,Gas Station,58.0,Purchase at Merchant-2059
2849.0,1061.0,2041.0,5329.81,1,American Express,City-39,Gas Station,57.0,Purchase at Merchant-2041
2850.0,1013.0,2019.0,7671.68,0,American Express,City-42,Travel,47.0,Purchase at Merchant-2019
2851.0,1088.0,2038.0,4046.21,0,Discover,City-4,Online Shopping,55.0,Purchase at Merchant-2038
2852.0,1099.0,2029.0,7064.61,1,American Express,City-21,Retail,52.0,Purchase at Merchant-2029
2853.0,1018.0,2064.0,6654.92,0,Discover,City-13,Restaurant,68.0,Purchase at Merchant-2064
2854.0,1001.0,2088.0,1777.64,1,American Express,City-33,Retail,55.0,Purchase at Merchant-2088
2855.0,1071.0,2059.0,1814.85,1,Discover,City-44,Groceries,45.0,Purchase at Merchant-2059
2856.0,1021.0,2019.0,3507.38,1,MasterCard,City-47,Restaurant,39.0,Purchase at Merchant-2019
2857.0,1053.0,2077.0,4647.97,1,Discover,City-37,Online Shopping,65.0,Purchase at Merchant-2077
2858.0,1084.0,2037.0,2610.8,0,American Express,City-50,Retail,54.0,Purchase at Merchant-2037
2859.0,1061.0,2019.0,9733.23,1,American Express,City-42,Travel,62.0,Purchase at Merchant-2019
2860.0,1062.0,2096.0,5624.79,0,Discover,City-1,Retail,23.0,Purchase at Merchant-2096
2861.0,1084.0,2086.0,2663.65,0,Discover,City-22,Online Shopping,32.0,Purchase at Merchant-2086
2862.0,1026.0,2090.0,1365.31,1,Discover,City-47,Groceries,24.0,Purchase at Merchant-2090
4384.44,1049.9,2050.69,4321.3716,0,Visa,City-40,Restaurant,37.57,Purchase at Merchant-2005
2864.0,1037.0,2077.0,5716.48,1,Discover,City-24,Retail,53.0,Purchase at Merchant-2077
2865.0,1042.0,2041.0,336.61,1,MasterCard,City-1,Online Shopping,49.0,Purchase at Merchant-2041
2866.0,1037.0,2040.0,1433.03,0,MasterCard,City-40,Travel,19.0,Purchase at Merchant-2040
2867.0,1083.0,2065.0,911.44,0,Discover,City-49,Restaurant,60.0,Purchase at Merchant-2065
2868.0,1008.0,2089.0,8168.51,0,Discover,City-47,Retail,51.0,Purchase at Merchant-2089
2869.0,1099.0,2016.0,8550.24,1,Visa,City-18,Restaurant,47.0,Purchase at Merchant-2016
2870.0,1012.0,2036.0,7421.59,1,American Express,City-11,Online Shopping,51.0,Purchase at Merchant-2036
2871.0,1084.0,2091.0,3830.3,1,Discover,City-34,Restaurant,65.0,Purchase at Merchant-2091
2872.0,1074.0,2074.0,6580.2,0,American Express,City-42,Restaurant,22.0,Purchase at Merchant-2074
2873.0,1030.0,2062.0,2418.48,1,Visa,City-5,Restaurant,39.0,Purchase at Merchant-2062
2874.0,1069.0,2081.0,1031.48,0,MasterCard,City-28,Restaurant,46.0,Purchase at Merchant-2081
2875.0,1095.0,2028.0,540.43,0,Visa,City-35,Retail,34.0,Purchase at Merchant-2028
2876.0,1093.0,2064.0,8691.61,0,Visa,City-15,Groceries,62.0,Purchase at Merchant-2064
2877.0,1005.0,2038.0,7185.71,1,Visa,City-26,Groceries,55.0,Purchase at Merchant-2038
2878.0,1023.0,2091.0,9603.9,1,MasterCard,City-10,Groceries,61.0,Purchase at Merchant-2091
2879.0,1054.0,2049.0,6457.75,0,Discover,City-22,Restaurant,25.0,Purchase at Merchant-2049
2880.0,1023.0,2008.0,1763.73,0,MasterCard,City-29,Restaurant,45.0,Purchase at Merchant-2008
2881.0,1005.0,2043.0,4577.1,0,MasterCard,City-32,Gas Station,49.0,Purchase at Merchant-2043
2882.0,1051.0,2020.0,2158.53,1,American Express,City-12,Retail,22.0,Purchase at Merchant-2020
2883.0,1064.0,2092.0,4434.55,1,MasterCard,City-6,Online Shopping,45.0,Purchase at Merchant-2092
2884.0,1024.0,2027.0,7174.77,1,American Express,City-2,Restaurant,38.0,Purchase at Merchant-2027
2885.0,1096.0,2094.0,2180.53,1,Visa,City-45,Travel,45.0,Purchase at Merchant-2094
2886.0,1038.0,2029.0,5649.2,0,American Express,City-33,Gas Station,48.0,Purchase at Merchant-2029
4384.44,1049.9,2050.69,4321.3716,0,MasterCard,City-32,Retail,37.57,Purchase at Merchant-2090
4384.44,1049.9,2050.69,4321.3716,0,MasterCard,City-12,Restaurant,37.57,Purchase at Merchant-2095
2889.0,1039.0,2007.0,8380.23,1,American Express,City-30,Travel,54.0,Purchase at Merchant-2007
2890.0,1073.0,2100.0,302.37,0,Visa,City-19,Online Shopping,51.0,Purchase at Merchant-2100
2891.0,1078.0,2023.0,1826.07,1,Discover,City-8,Online Shopping,45.0,Purchase at Merchant-2023
2892.0,1014.0,2063.0,1560.36,1,Visa,City-4,Groceries,45.0,Purchase at Merchant-2063
2893.0,1043.0,2094.0,9552.38,0,MasterCard,City-24,Retail,49.0,Purchase at Merchant-2094
2894.0,1037.0,2051.0,9097.32,1,Discover,City-38,Travel,69.0,Purchase at Merchant-2051
2895.0,1059.0,2039.0,2148.84,1,American Express,City-6,Groceries,52.0,Purchase at Merchant-2039
2896.0,1083.0,2085.0,4125.28,1,Discover,City-23,Online Shopping,52.0,Purchase at Merchant-2085
2897.0,1070.0,2021.0,1720.21,1,Discover,City-48,Groceries,39.0,Purchase at Merchant-2021
2898.0,1068.0,2003.0,1017.09,1,American Express,City-30,Groceries,25.0,Purchase at Merchant-2003
2899.0,1064.0,2071.0,4276.73,1,MasterCard,City-37,Gas Station,64.0,Purchase at Merchant-2071
2900.0,1018.0,2051.0,3276.28,0,Discover,City-33,Online Shopping,45.0,Purchase at Merchant-2051
2901.0,1065.0,2044.0,8540.14,1,Discover,City-48,Travel,53.0,Purchase at Merchant-2044
2902.0,1060.0,2055.0,762.88,0,American Express,City-48,Restaurant,29.0,Purchase at Merchant-2055
2903.0,1035.0,2087.0,3038.95,1,Visa,City-6,Gas Station,19.0,Purchase at Merchant-2087
2904.0,1025.0,2061.0,5535.83,1,MasterCard,City-24,Online Shopping,30.0,Purchase at Merchant-2061
2905.0,1015.0,2045.0,1447.29,0,Visa,City-22,Restaurant,53.0,Purchase at Merchant-2045
2906.0,1043.0,2097.0,8968.1,0,Discover,City-22,Retail,41.0,Purchase at Merchant-2097
2907.0,1021.0,2051.0,3257.77,0,MasterCard,City-6,Retail,27.0,Purchase at Merchant-2051
2908.0,1094.0,2051.0,3643.29,1,Discover,City-36,Online Shopping,59.0,Purchase at Merchant-2051
2909.0,1059.0,2010.0,9641.87,1,Discover,City-20,Restaurant,51.0,Purchase at Merchant-2010
2910.0,1083.0,2068.0,7895.62,1,Visa,City-38,Restaurant,41.0,Purchase at Merchant-2068
2911.0,1033.0,2094.0,8558.43,1,Discover,City-23,Groceries,47.0,Purchase at Merchant-2094
2912.0,1092.0,2037.0,5406.23,0,American Express,City-46,Restaurant,57.0,Purchase at Merchant-2037
2913.0,1024.0,2037.0,3208.83,0,MasterCard,City-24,Groceries,37.0,Purchase at Merchant-2037
2915.0,1095.0,2025.0,2675.11,1,Visa,City-40,Travel,21.0,Purchase at Merchant-2025
2916.0,1044.0,2090.0,1230.34,0,MasterCard,City-28,Retail,22.0,Purchase at Merchant-2090
2917.0,1038.0,2071.0,7250.61,1,American Express,City-17,Retail,39.0,Purchase at Merchant-2071
2918.0,1073.0,2051.0,4635.64,0,MasterCard,City-16,Gas Station,36.0,Purchase at Merchant-2051
2919.0,1087.0,2013.0,7439.16,1,Discover,City-41,Retail,62.0,Purchase at Merchant-2013
2920.0,1097.0,2017.0,4936.09,0,Discover,City-21,Online Shopping,23.0,Purchase at Merchant-2017
2921.0,1025.0,2042.0,1624.0,0,American Express,City-9,Restaurant,60.0,Purchase at Merchant-2042
2922.0,1023.0,2097.0,3936.89,1,MasterCard,City-9,Groceries,41.0,Purchase at Merchant-2097
2923.0,1079.0,2075.0,2478.88,1,MasterCard,City-7,Online Shopping,19.0,Purchase at Merchant-2075
2924.0,1082.0,2007.0,205.41,0,MasterCard,City-31,Restaurant,43.0,Purchase at Merchant-2007
2925.0,1052.0,2091.0,3332.92,0,Visa,City-13,Online Shopping,50.0,Purchase at Merchant-2091
2926.0,1055.0,2039.0,8655.68,1,MasterCard,City-9,Retail,68.0,Purchase at Merchant-2039
2927.0,1066.0,2059.0,5780.31,1,American Express,City-36,Online Shopping,55.0,Purchase at Merchant-2059
2928.0,1042.0,2084.0,9531.24,1,MasterCard,City-20,Travel,53.0,Purchase at Merchant-2084
2929.0,1012.0,2021.0,4986.19,1,American Express,City-10,Online Shopping,39.0,Purchase at Merchant-2021
